0,22
0,25
0,26
0,29
0,26
0,30
0,25
0,16
0,15
0,23
0,20
0,14
0,23
0,19
0,27
0,20
0,21
0,17
0,22
0,24
0,20
0,18
0,22
0,18
0,26
0,20
0,18
0,29
0,21
0,24
0,12
0,15
0,23
0,30
0,21
0,19
0,20
0,18
0,17
0,26
0,16
0,18
0,24
0,25
0,14
0,22
0,18
0,25
0,18
0,19
0,24
0,24
0,19
0,25
0,24
0,21
0,23
0,23
0,23
0,31
0,21
0,22
0,21
0,19
0,27
0,16
0,25
0,26
0,22
0,25
0,16
0,24
0,23
0,27
0,28
0,21
0,20
0,26
0,23
0,22
0,28
0,16
0,18
0,21
0,21
0,28
0,14
0,16
0,17
0,23
0,17
0,21
0,22
0,19
0,20
0,32
0,19
0,23
0,19
0,18
