0,14
0,16
0,21
0,31
0,18
0,32
0,19
0,20
0,25
0,24
0,24
0,17
0,18
0,14
0,14
0,16
0,15
0,22
0,27
0,19
0,24
0,20
0,22
0,27
0,16
0,25
0,22
0,20
0,19
0,19
0,19
0,24
0,27
0,22
0,20
0,25
0,31
0,19
0,20
0,28
0,19
0,24
0,20
0,24
0,22
0,21
0,18
0,22
0,27
0,16
0,24
0,20
0,24
0,18
0,16
0,27
0,24
0,14
0,20
0,24
0,17
0,24
0,31
0,21
0,28
0,22
0,17
0,29
0,26
0,17
0,12
0,17
0,21
0,12
0,25
0,22
0,19
0,22
0,19
0,19
0,17
0,22
0,16
0,12
0,12
0,18
0,24
0,18
0,21
0,16
0,23
0,20
0,19
0,27
0,25
0,23
0,26
0,16
0,24
0,15
