0,19
0,23
0,17
0,16
0,15
0,22
0,20
0,22
0,23
0,22
0,17
0,22
0,25
0,20
0,14
0,21
0,19
0,21
0,18
0,26
0,23
0,23
0,20
0,15
0,19
0,24
0,32
0,26
0,25
0,18
0,21
0,23
0,18
0,22
0,25
0,26
0,20
0,21
0,18
0,12
0,20
0,21
0,23
0,26
0,21
0,23
0,22
0,21
0,28
0,22
0,26
0,26
0,24
0,14
0,26
0,12
0,21
0,19
0,17
0,20
0,28
0,20
0,19
0,24
0,11
0,23
0,20
0,22
0,25
0,18
0,20
0,23
0,21
0,14
0,19
0,20
0,19
0,19
0,21
0,23
0,17
0,33
0,27
0,22
0,35
0,23
0,16
0,25
0,25
0,28
0,24
0,23
0,17
0,17
0,11
0,13
0,17
0,16
0,21
0,19
