0,20
0,23
0,23
0,24
0,16
0,20
0,28
0,19
0,19
0,26
0,28
0,27
0,20
0,24
0,22
0,21
0,25
0,23
0,13
0,21
0,17
0,21
0,30
0,20
0,19
0,19
0,20
0,15
0,18
0,18
0,14
0,18
0,26
0,17
0,16
0,20
0,15
0,19
0,20
0,21
0,26
0,24
0,25
0,21
0,26
0,22
0,27
0,16
0,17
0,20
0,23
0,18
0,22
0,18
0,15
0,28
0,26
0,19
0,24
0,20
0,23
0,20
0,20
0,22
0,32
0,19
0,25
0,19
0,17
0,22
0,16
0,31
0,24
0,21
0,25
0,13
0,27
0,21
0,24
0,23
0,25
0,19
0,22
0,23
0,20
0,18
0,17
0,21
0,23
0,25
0,24
0,25
0,25
0,16
0,23
0,21
0,30
0,25
0,13
0,17
