0,27
0,16
0,27
0,18
0,23
0,14
0,23
0,21
0,19
0,20
0,13
0,20
0,20
0,21
0,22
0,17
0,16
0,23
0,25
0,19
0,17
0,13
0,21
0,24
0,23
0,24
0,22
0,20
0,20
0,24
0,20
0,29
0,17
0,25
0,15
0,25
0,19
0,21
0,19
0,19
0,23
0,22
0,23
0,19
0,21
0,20
0,24
0,23
0,21
0,19
0,25
0,29
0,16
0,24
0,20
0,13
0,22
0,17
0,21
0,26
0,19
0,23
0,31
0,12
0,22
0,19
0,21
0,27
0,17
0,28
0,23
0,17
0,29
0,21
0,20
0,22
0,25
0,24
0,18
0,21
0,33
0,17
0,11
0,22
0,23
0,21
0,25
0,25
0,27
0,21
0,19
0,26
0,19
0,25
0,18
0,29
0,26
0,16
0,19
0,26
